portfolio_share,dissolutions_captured_raw,lift_over_random_raw,dissolutions_captured_calibrated,lift_over_random_calibrated,captured_gap_pp
0.05,0.6399375162718042,12.798750325436083,0.5870866961728717,11.741733923457433,5.28508200989325
0.1,0.7898984639416818,7.898984639416818,0.7542306690965894,7.542306690965894,3.5667794845092415
0.2,0.8956001041395469,4.4780005206977345,0.8825826607654257,4.412913303827128,1.3017443374121251
