tier,confirm_rate,n,lift
LOW_CONCERN,0.005445659762625,21485,0.17020770869719193
BEHAVIOURAL_ANOMALY,0.0069708491761723,1578,0.21787851567466715
DISSOLUTION_RISK,0.1318361049202811,5833,4.120624923365943
PRIORITY,0.3846153846153846,78,12.021409011700287
